Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;2;0;438.0;2012-03-15 23:27:00;1407;3;3;23;567.0;42429.0;14;22
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;2;0;450.0;2012-03-15 23:59:00;1439;3;3;23;0.0;0.0;1;23
Assembly 1;missing;15;Case60;regular;Turning - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;107.0;2012-03-16 00:10:00;10;3;4;0;0.0;0.0;1;24
Bearing;missing;8;Case7;regular;Packing;ID4820;D;Packing;8;0;60.0;2012-03-16 01:00:00;60;3;4;1;914.0;6085.0;13;23
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;338.0;2012-03-16 01:27:00;87;3;4;1;451.0;2892.0;6;23
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;2;0;122.0;2012-03-16 03:30:00;210;3;4;3;123.0;3015.0;7;23
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;76.0;2012-03-16 04:47:00;287;3;4;4;77.0;3092.0;8;23
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;37;0;400.0;2012-03-16 07:00:00;420;3;4;7;421.0;421.0;2;23
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;4;0;2.0;2012-03-16 07:12:00;432;3;4;7;145.0;3237.0;9;22
Assembly 1;missing;15;Case60;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;15;0;20.0;2012-03-16 07:20:00;440;3;4;7;430.0;430.0;2;22
Ballnut;missing;9;Case50;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;9;0;0.0;2012-03-16 09:24:00;564;3;4;9;15735.0;20028.0;6;22
Ballnut;missing;9;Case50;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;9;0;75.0;2012-03-16 10:39:00;639;3;4;10;75.0;20103.0;7;22
Cable Head;missing;28;Case113;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;28;0;241.0;2012-03-16 11:04:00;664;3;4;11;1148.0;1695.0;3;22
Cable Head;missing;28;Case113;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;28;0;24.0;2012-03-16 11:39:00;699;3;4;11;35.0;1730.0;4;21
Plug;missing;12;Case121;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;11;0;24.0;2012-03-16 11:39:00;699;3;4;11;1561.0;15100.0;11;21
Ballnut;missing;9;Case62;regular;other;ID4872;D;Machine 12 - Grinding;0;0;145.0;2012-03-16 11:45:00;705;3;4;11;4392.0;37182.0;14;21
Ballnut;missing;10;Case47;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;10;0;46.0;2012-03-16 12:26:00;746;3;4;12;1343.0;15777.0;9;21
Assembly 1;missing;15;Case60;regular;Turning - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;157.0;2012-03-16 12:30:00;750;3;4;12;310.0;740.0;3;21
Ballnut;missing;18;Case100;regular;other;ID4872;D;Machine 12 - Grinding;0;0;70.0;2012-03-16 12:40:00;760;3;4;12;4168.0;35683.0;11;21
Tube;missing;12;Case93;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;216.0;2012-03-16 12:45:00;765;3;4;12;798.0;43227.0;15;21
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;30;0;339.0;2012-03-16 12:49:00;769;3;4;12;349.0;770.0;3;21
Ballnut;missing;10;Case47;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;1;0;75.0;2012-03-16 13:41:00;821;3;4;13;75.0;15852.0;10;21
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;52;0;397.0;2012-03-17 15:00:00;900;3;5;15;1571.0;2341.0;4;21
Bearing;missing;112;Case79;regular;Packing;ID4820;D;Packing;112;0;60.0;2012-03-18 01:00:00;60;3;6;1;3423.0;7619.0;6;20
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;3;0;427.0;2012-03-18 06:50:00;410;3;6;6;2525.0;45752.0;16;20
Assembly 1;missing;15;Case60;regular;Turning Q.C.;ID4287;S;Quality Check 1;0;0;60.0;2012-03-18 08:00:00;480;3;6;8;2610.0;3350.0;4;20
Plug;missing;12;Case121;regular;other;ID0998;D;other;11;0;1.0;2012-03-18 08:17:00;497;3;6;8;2678.0;17778.0;12;20
Assembly 1;missing;15;Case60;regular;Turning - Machine 8;ID4219;B;Machine 8 - Turning & Milling;0;0;98.0;2012-03-18 08:39:00;519;3;6;8;39.0;3389.0;5;20
Plug;missing;12;Case121;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;11;0;93.0;2012-03-18 09:52:00;592;3;6;9;95.0;17873.0;13;20
Plug;missing;12;Case121;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;11;0;111.0;2012-03-18 11:43:00;703;3;6;11;111.0;17984.0;14;20
Tube;missing;12;Case93;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;240.0;2012-03-18 12:00:00;720;3;6;12;310.0;46062.0;17;20
Ballnut;missing;200;Case96;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;113.0;2012-03-18 13:53:00;833;3;6;13;0.0;0.0;1;21
Ballnut;missing;100;Case97;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;66.0;2012-03-18 15:00:00;900;3;6;15;8690.0;13095.0;8;21
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;7;0;393.0;2012-03-18 15:39:00;939;3;6;15;219.0;46281.0;18;20
Ballnut;missing;10;Case59;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;2;0;367.0;2012-03-18 15:54:00;954;3;6;15;0.0;0.0;1;21
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;6;0;162.0;2012-03-18 16:04:00;964;3;6;16;1504.0;3845.0;5;21
Ballnut;missing;24;Case54;deviant;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;406.0;2012-03-18 16:10:00;970;3;6;16;0.0;0.0;1;22
Ballnut;missing;10;Case59;deviant;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;7;0;108.0;2012-03-18 17:59:00;1079;3;6;17;125.0;125.0;2;22
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;12;0;79.0;2012-03-18 17:59:00;1079;3;6;17;115.0;3960.0;6;22
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;1.0;2012-03-18 20:08:00;1208;3;6;20;129.0;4089.0;7;22
Ballnut;missing;10;Case59;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;1;0;57.0;2012-03-18 21:18:00;1278;3;6;21;199.0;324.0;3;22
Assembly 1;missing;15;Case60;regular;Turning - Machine 8;ID0997;S;Machine 8 - Turning & Milling;15;0;399.0;2012-03-18 23:30:00;1410;3;6;23;891.0;4280.0;6;22
Ballnut;missing;24;Case54;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;218.0;2012-03-18 23:46:00;1426;3;6;23;456.0;456.0;2;22
Locker;missing;3;Case129;regular;Packing;ID4820;D;Packing;3;0;60.0;2012-03-19 01:00:00;60;3;0;1;13725.0;17710.0;8;22
Ballnut;missing;9;Case50;regular;Packing;ID4820;D;Packing;7;0;60.0;2012-03-19 01:00:00;60;3;0;1;3741.0;23844.0;8;22
Ballnut;missing;9;Case62;regular;Packing;ID4820;D;Packing;9;0;60.0;2012-03-19 01:00:00;60;3;0;1;3675.0;40857.0;15;22
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;0;0;272.0;2012-03-19 02:14:00;134;3;0;2;0.0;0.0;1;23
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;70;0;602.0;2012-03-19 06:10:00;370;3;0;6;602.0;4691.0;8;22
Ballnut;missing;39;Case106;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;39;0;28.0;2012-03-19 07:28:00;448;3;0;7;4970.0;5264.0;3;22
Ballnut;missing;24;Case54;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;45.0;2012-03-19 08:17:00;497;3;0;8;511.0;967.0;3;22
Ballnut;missing;9;Case50;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;7;0;142.0;2012-03-19 09:56:00;596;3;0;9;536.0;24380.0;9;21
Plug;missing;12;Case121;regular;Round Grinding - Machine 3;ID4385;S;Machine 3 - Round Grinding;0;0;117.0;2012-03-19 10:00:00;600;3;0;10;1337.0;19321.0;15;21
Ballnut;missing;39;Case106;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;39;0;73.0;2012-03-19 10:51:00;651;3;0;10;203.0;5467.0;4;21
Ballnut;missing;9;Case62;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;9;0;66.0;2012-03-19 11:03:00;663;3;0;11;603.0;41460.0;16;20
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;292.0;2012-03-19 12:12:00;732;3;0;12;598.0;598.0;2;20
Ballnut;missing;55;Case174;deviant;Turning & Milling Q.C.;ID4287;S;Quality Check 1;0;0;67.0;2012-03-19 12:37:00;757;3;0;12;25.0;623.0;3;20
Plug;missing;12;Case121;regular;Round Grinding - Machine 3;ID4385;D;Machine 3 - Round Grinding;11;0;197.0;2012-03-19 13:19:00;799;3;0;13;199.0;19520.0;16;20
Ballnut;missing;24;Case54;deviant;Turning & Milling Q.C.;ID4287;S;Quality Check 1;0;0;59.0;2012-03-19 13:38:00;818;3;0;13;321.0;1288.0;4;20
Ballnut;missing;18;Case100;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;165.0;2012-03-19 14:06:00;846;3;0;14;4406.0;40089.0;12;20
Ballnut;missing;39;Case106;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;39;0;38.0;2012-03-19 15:20:00;920;3;0;15;269.0;5736.0;5;20
Ballnut;missing;100;Case97;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;141.0;2012-03-19 16:00:00;960;3;0;16;1500.0;14595.0;9;20
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;7;0;229.0;2012-03-19 16:01:00;961;3;0;16;204.0;827.0;4;20
Ballnut;missing;24;Case54;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;11;0;387.0;2012-03-19 16:04:00;964;3;0;16;146.0;1434.0;5;20
Locker;missing;3;Case129;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;30.0;2012-03-19 16:30:00;990;3;0;16;930.0;18640.0;9;20
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID4718;D;Machine 6 - Turning & Milling;4;0;69.0;2012-03-19 17:49:00;1069;3;0;17;108.0;935.0;5;20
Assembly 1;missing;15;Case60;regular;Turning Q.C.;ID4287;D;Quality Check 1;0;0;58.0;2012-03-19 17:58:00;1078;3;0;17;1108.0;5388.0;7;20
Cable Head;missing;5;Case140;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;2;0;645.0;2012-03-19 17:59:00;1079;3;0;17;0.0;0.0;1;21
Cable Head;missing;5;Case140;deviant;Turning & Milling - Machine 5;ID4167;D;Machine 5 - Turning & Milling;3;0;75.0;2012-03-19 21:35:00;1295;3;0;21;216.0;216.0;2;20
Ballnut;missing;24;Case54;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;13;0;414.0;2012-03-19 22:59:00;1379;3;0;22;415.0;1849.0;6;19
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID0997;D;Machine 6 - Turning & Milling;15;0;211.0;2012-03-19 23:28:00;1408;3;0;23;339.0;1274.0;6;19
Ballnut;missing;5;Case69;regular;Packing;ID4820;D;Packing;5;0;60.0;2012-03-20 01:00:00;60;3;1;1;9183.0;9183.0;2;19
Cable Head;missing;33;Case104;regular;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;343.0;2012-03-20 02:26:00;146;3;1;2;0.0;0.0;1;20
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;15;0;217.0;2012-03-20 06:40:00;400;3;1;6;432.0;1706.0;7;20
Cable Head;missing;33;Case104;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;19;0;254.0;2012-03-20 06:41:00;401;3;1;6;255.0;255.0;2;20
Assembly 1;missing;15;Case60;regular;Turning Q.C.;ID4287;D;Quality Check 1;15;0;46.0;2012-03-20 08:00:00;480;3;1;8;842.0;6230.0;8;20
Locker;missing;3;Case129;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;3;0;44.0;2012-03-20 09:11:00;551;3;1;9;1001.0;19641.0;10;19
Ballnut;missing;5;Case69;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;5;0;75.0;2012-03-20 10:58:00;658;3;1;10;598.0;9781.0;3;18
Cable Head;missing;33;Case104;regular;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;13;0;247.0;2012-03-20 11:07:00;667;3;1;11;266.0;521.0;3;18
Cable Head;missing;33;Case104;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;0;0;120.0;2012-03-20 11:54:00;714;3;1;11;47.0;568.0;4;18
Assembly 1;missing;15;Case60;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;15;0;36.0;2012-03-20 12:35:00;755;3;1;12;275.0;6505.0;9;18
Assembly 1;missing;15;Case60;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;15;0;11.0;2012-03-20 12:47:00;767;3;1;12;12.0;6517.0;10;18
Ballnut;missing;55;Case174;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;13;0;364.0;2012-03-20 13:29:00;809;3;1;13;409.0;2115.0;8;17
Assembly 1;missing;15;Case60;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;60.0;2012-03-20 14:30:00;870;3;1;14;103.0;6620.0;11;17
Ballnut;missing;12;Case124;regular;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;455.0;2012-03-20 14:34:00;874;3;1;14;0.0;0.0;1;18
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;0;0;525.0;2012-03-20 15:57:00;957;3;1;15;0.0;0.0;1;19
Ballnut;missing;12;Case124;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;2;0;83.0;2012-03-20 15:58:00;958;3;1;15;84.0;84.0;2;19
Assembly 1;missing;15;Case60;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;15;0;1.0;2012-03-20 17:05:00;1025;3;1;17;155.0;6775.0;12;19
Ballnut;missing;12;Case124;regular;Turning & Milling - Machine 4;ID4429;D;Machine 4 - Turning & Milling;0;0;115.0;2012-03-20 17:54:00;1074;3;1;17;116.0;200.0;3;19
Housing;missing;84;Case83;regular;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;1;0;408.0;2012-03-20 17:56:00;1076;3;1;17;11081.0;11081.0;2;19
Spur Gear;missing;15;Case45;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;343.0;2012-03-20 20:05:00;1205;3;1;20;0.0;0.0;1;20
Ballnut;missing;12;Case124;regular;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;9;0;282.0;2012-03-20 22:36:00;1356;3;1;22;282.0;482.0;4;20
Spur Gear;missing;15;Case45;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;1;0;192.0;2012-03-20 23:19:00;1399;3;1;23;194.0;194.0;2;20
Housing;missing;84;Case83;regular;Turning & Milling - Machine 5;ID4167;S;Machine 5 - Turning & Milling;1;0;98.0;2012-03-21 00:12:00;12;3;2;0;376.0;11457.0;3;20
Ballnut;missing;18;Case100;regular;Packing;ID4820;D;Packing;18;0;60.0;2012-03-21 01:00:00;60;3;2;1;2094.0;42183.0;13;19
Assembly 1;missing;15;Case60;regular;Packing;ID4820;D;Packing;15;0;60.0;2012-03-21 01:00:00;60;3;2;1;475.0;7250.0;13;19
Plug;missing;12;Case122;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-21 01:15:00;75;3;2;1;10711.0;23778.0;15;20
Housing;missing;10;Case126;deviant;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;75.0;2012-03-21 01:15:00;75;3;2;1;0.0;0.0;1;20
Spur Gear;missing;15;Case45;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;13;0;242.0;2012-03-21 03:23:00;203;3;2;3;244.0;438.0;3;20
Ballnut;missing;10;Case47;regular;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;9;0;120.0;2012-03-21 05:00:00;300;3;2;5;6679.0;22531.0;11;20
Housing;missing;84;Case83;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;30;0;379.0;2012-03-21 06:32:00;392;3;2;6;380.0;11837.0;4;20
Bearing;missing;15;Case105;regular;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;436.0;2012-03-21 06:34:00;394;3;2;6;0.0;0.0;1;21
Ballnut;missing;18;Case100;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;18;0;1.0;2012-03-21 07:03:00;423;3;2;7;363.0;42546.0;14;20
Cable Head;missing;33;Case104;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;33;0;46.0;2012-03-21 07:41:00;461;3;2;7;1187.0;1755.0;5;20
Housing;missing;84;Case83;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;60.0;2012-03-21 08:30:00;510;3;2;8;118.0;11955.0;5;20
Cable Head;missing;33;Case104;regular;Laser Marking - Machine 7;ID4718;D;Machine 7- Laser Marking;33;0;28.0;2012-03-21 09:49:00;589;3;2;9;128.0;1883.0;6;19
Spur Gear;missing;15;Case45;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;174.0;2012-03-21 10:03:00;603;3;2;10;400.0;838.0;4;19
Plug;missing;12;Case122;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;12;0;105.0;2012-03-21 10:10:00;610;3;2;10;535.0;24313.0;16;19
Ballnut;missing;10;Case59;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;7;0;50.0;2012-03-21 10:10:00;610;3;2;10;3652.0;3976.0;4;19
Housing;missing;84;Case83;regular;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;10;0;193.0;2012-03-21 10:10:00;610;3;2;10;100.0;12055.0;6;19
Bearing;missing;15;Case105;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;15;0;193.0;2012-03-21 10:31:00;631;3;2;10;237.0;237.0;2;18
Plug;missing;12;Case121;regular;Round Grinding - Q.C.;ID4493;D;Quality Check 1;11;0;121.0;2012-03-21 10:32:00;632;3;2;10;2713.0;22233.0;17;18
Ballnut;missing;12;Case124;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;12;0;99.0;2012-03-21 14:07:00;847;3;2;14;931.0;1413.0;5;18
Ballnut;missing;10;Case59;deviant;Laser Marking - Machine 7;ID4718;D;Machine 7- Laser Marking;7;0;5.0;2012-03-21 14:56:00;896;3;2;14;286.0;4262.0;5;18
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;0;0;55.0;2012-03-21 15:30:00;930;3;2;15;1413.0;1413.0;2;18
Plug;missing;12;Case122;regular;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;114.0;2012-03-21 15:46:00;946;3;2;15;336.0;24649.0;17;18
Housing;missing;84;Case83;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;27;0;327.0;2012-03-21 15:58:00;958;3;2;15;348.0;12403.0;7;18
Ballnut;missing;12;Case124;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;19.0;2012-03-21 16:20:00;980;3;2;16;133.0;1546.0;6;18
Ballnut;missing;10;Case47;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;10;0;370.0;2012-03-21 16:26:00;986;3;2;16;686.0;23217.0;12;18
Ballnut;missing;25;Case85;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;2;0;576.0;2012-03-21 16:57:00;1017;3;2;16;0.0;0.0;1;19
Ballnut;missing;10;Case59;deviant;Lapping - Machine 1;ID0420;D;Machine 1 - Lapping;7;0;38.0;2012-03-21 17:35:00;1055;3;2;17;159.0;4421.0;6;19
Plug;missing;12;Case122;regular;Round Grinding - Machine 2;ID4355;S;Machine 2 - Round Grinding;1;0;95.0;2012-03-21 17:55:00;1075;3;2;17;129.0;24778.0;18;19
Ballnut;missing;39;Case106;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;150.0;2012-03-21 17:57:00;1077;3;2;17;3037.0;8773.0;6;19
Ballnut;missing;25;Case85;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;4;0;62.0;2012-03-21 18:00:00;1080;3;2;18;63.0;63.0;2;19
Housing;missing;84;Case83;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;3;0;330.0;2012-03-21 21:30:00;1290;3;2;21;332.0;12735.0;8;19
Plug;missing;12;Case122;regular;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;11;0;239.0;2012-03-21 21:55:00;1315;3;2;21;240.0;25018.0;19;19
Ballnut;missing;25;Case85;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;4;0;249.0;2012-03-22 00:31:00;31;3;3;0;391.0;454.0;3;18
Ballnut;missing;39;Case106;regular;Packing;ID4820;D;Packing;39;0;60.0;2012-03-22 01:00:00;60;3;3;1;423.0;9196.0;7;17
Ballnut;missing;10;Case47;regular;Packing;ID4820;D;Packing;10;0;60.0;2012-03-22 01:00:00;60;3;3;1;514.0;23731.0;13;17
Ballnut;missing;10;Case59;deviant;Packing;ID4820;D;Packing;7;0;60.0;2012-03-22 01:00:00;60;3;3;1;445.0;4866.0;7;17
Spur Gear;missing;39;Case71;regular;Packing;ID4820;D;Packing;12;0;60.0;2012-03-22 01:00:00;60;3;3;1;9197.0;9394.0;3;17
Ballnut;missing;100;Case97;regular;Packing;ID4820;D;Packing;90;0;60.0;2012-03-22 01:00:00;60;3;3;1;0.0;18015.0;10;17
Ballnut;missing;100;Case97;regular;Packing;ID4820;D;Packing;10;0;60.0;2012-03-22 01:00:00;60;3;3;1;3420.0;18015.0;11;17
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;510.0;2012-03-22 06:30:00;390;3;3;6;0.0;0.0;1;18
Housing;missing;10;Case126;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;2;0;624.0;2012-03-22 06:51:00;411;3;3;6;1776.0;1776.0;2;18
Ballnut;missing;12;Case124;regular;Lapping - Machine 1;ID4718;D;Machine 1 - Lapping;12;0;14.0;2012-03-22 07:46:00;466;3;3;7;926.0;2472.0;7;18
Housing;missing;10;Case126;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;60.0;2012-03-22 07:57:00;477;3;3;7;66.0;1842.0;3;17
Bearing;missing;500;Case65;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;5;0;60.0;2012-03-22 08:00:00;480;3;3;8;0.0;0.0;1;18
Ballnut;missing;100;Case97;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;100;0;40.0;2012-03-22 08:40:00;520;3;3;8;460.0;18475.0;12;17
Spur Gear;missing;39;Case71;regular;Turning Q.C.;ID4618;D;Quality Check 1;12;0;4.0;2012-03-22 09:47:00;587;3;3;9;527.0;9921.0;4;17
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4718;S;Machine 5 - Turning & Milling;0;0;178.0;2012-03-22 09:59:00;599;3;3;9;209.0;209.0;2;17
Spur Gear;missing;39;Case71;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;36.0;2012-03-22 11:00:00;660;3;3;11;73.0;9994.0;5;17
Ballnut;missing;10;Case59;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;7;0;101.0;2012-03-22 11:08:00;668;3;3;11;608.0;5474.0;8;16
Bearing;missing;500;Case65;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;51.0;2012-03-22 11:59:00;719;3;3;11;239.0;239.0;2;16
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;172.0;2012-03-22 12:17:00;737;3;3;12;138.0;347.0;3;16
Ballnut;missing;39;Case106;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;39;0;75.0;2012-03-22 13:05:00;785;3;3;13;725.0;9921.0;8;15
Spur Gear;missing;39;Case71;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;12;0;1.0;2012-03-22 14:50:00;890;3;3;14;230.0;10224.0;6;15
Drill;missing;507;Case99;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;244.0;2012-03-22 16:03:00;963;3;3;16;0.0;0.0;1;16
Ballnut;missing;18;Case142;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;126.0;2012-03-22 16:06:00;966;3;3;16;0.0;0.0;1;16
Spur Gear;missing;39;Case71;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;12;0;75.0;2012-03-22 16:06:00;966;3;3;16;76.0;10300.0;7;16
Housing;missing;84;Case83;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;72;0;90.0;2012-03-22 16:30:00;990;3;3;16;1140.0;13875.0;9;16
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;1;0;630.0;2012-03-22 17:48:00;1068;3;3;17;1578.0;2991.0;3;16
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;396.0;2012-03-22 17:50:00;1070;3;3;17;11685.0;14017.0;8;16
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;0;0;310.0;2012-03-23 01:23:00;83;3;4;1;786.0;1133.0;4;16
